rank,player_id,name,conservative_rating,rating,rd,sets_played
385,1229103,MOB | Eliakim,1609.3,1801.9,96.3,691
386,285520,Blank,1609.0,1831.5,111.2,82
387,265251,Deedha (B),1608.9,1731.6,61.3,89
388,4907373,MVA Vicenscian,1607.8,1730.4,61.3,86
389,2359922,Booju,1607.8,1754.7,73.5,79
390,3619477,DinoNuggies,1607.6,1730.1,61.2,125
391,1510743,MMG+ MBS | K1NG,1607.5,1720.1,56.3,140
392,2917783,Aegon,1607.5,1936.4,164.4,8
393,4557694,Girlypop hit & run,1607.3,1907.2,150.0,7
394,55669,SeaBass,1606.2,1948.3,171.0,6
395,25509,OA|FC | Nexus,1606.2,1885.2,139.5,12
396,39740,player 4,1604.7,1737.7,66.5,98
397,5389972,onins,1603.9,1966.1,181.1,4
398,528494,Virgo,1602.9,2064.9,231.0,4
399,850212,Balderdash,1602.3,1708.5,53.1,247
400,2419958,WW | Kale,1602.2,1960.9,179.3,5
401,1671018,Kazuha Mishima,1602.2,1742.8,70.3,58
402,1585721,MBS | Mimik :P,1602.1,1724.0,60.9,95
403,2790597,Tr4sh | $Krilldog$,1601.2,1714.5,56.6,98
404,1888387,Goober707,1601.2,2007.2,203.0,3
405,1848747,Biscotto,1599.9,1713.5,56.8,85
406,1218189,Heinous,1597.6,1712.5,57.5,107
407,1998572,amoxicillin | dish soap,1597.3,1770.2,86.5,40
408,2017089,Gurt Yobain,1597.2,1741.2,72.0,68
409,1665968,RVL | Bloom | Spiceepicklez,1596.1,1724.6,64.3,78
410,2993602,CCNY | EOI | Ebrima,1594.8,1677.0,41.1,380
411,129074,Applebee's | Dovidio,1594.7,1867.5,136.4,9
412,63605,NBG | Pelca,1594.4,1889.7,147.7,9
413,3268179,Blug | Potatobagel,1594.1,1732.5,69.2,56
414,3447761,C2F | Cou,1593.9,1709.9,58.0,108
415,5501248,player 4,1593.5,1942.5,174.5,4
416,4381444,YBG | Snowbunny Mind Control,1593.4,1678.3,42.4,298
417,2067535,SHU | quackatak,1593.4,1741.7,74.2,75
418,2111706,Toxic,1592.4,1706.0,56.8,102
419,2650945,RISE|I am | The Devil,1591.9,1702.0,55.0,137
420,3585975,TBZ | ManNeeTee12,1591.7,1715.0,61.6,66
421,1989652,KUSIDREAM,1590.7,1722.0,65.6,87
422,219727,EZ | Killer,1590.6,1733.7,71.6,42
423,1398715,Fizzystix,1590.6,1699.3,54.4,185
424,1261294,SYN | GabeOG,1590.3,1741.0,75.3,71
425,5317226,UC | Destra,1590.3,2001.5,205.6,3
426,256474,dbfc | yoBBi,1590.2,1694.5,52.2,186
427,3436028,Rojo | Ajred,1590.0,1702.1,56.1,127
428,4467122,SCB | Rise Up,1589.8,1872.8,141.5,7
429,1228156,Pado,1589.4,1709.8,60.2,503
430,2217983,Akbros | Brokoli,1588.7,1724.2,67.8,70
431,2413463,Hung | Grey,1588.0,1693.8,52.9,94
432,1884886,jon,1587.0,1705.2,59.1,92
433,1530122,Humble Genius,1586.6,1867.1,140.3,10
434,2044060,luxa,1586.1,1945.7,179.8,7
435,1910295,Crooos,1585.8,1758.7,86.4,24
436,1992273,TXC | Geodash,1585.4,1690.0,52.3,105
437,2195603,charszum,1585.3,1698.2,56.4,278
438,946548,DTN | Jahzz0,1584.7,1798.1,106.7,19
439,1466524,EMW ESPORTS | EMW,1584.0,1719.2,67.6,85
440,1871419,SSS | clanc,1583.9,1724.1,70.1,73
441,1903494,GGG | SuperStarz,1583.7,1700.3,58.3,104
442,1191080,dbfc | LRA | Pardo,1583.4,1666.7,41.6,320
443,230304,GTH | LRA | Steven8er,1583.0,1731.3,74.1,77
444,2393895,yinyong,1582.8,1727.9,72.6,84
445,1077177,H2 | Moxort,1581.9,1831.7,124.9,15
446,2168776,Rocco,1581.3,1787.1,102.9,58
447,33900,BxBonobo | Kamex,1580.9,1721.6,70.3,93
448,5691,Draxsel / Gadget,1579.6,1726.3,73.4,78
449,1108399,cyanzura,1579.0,1694.1,57.6,160
450,1121293,Val,1579.0,1757.3,89.2,164
451,4475237,Usual,1578.9,1691.8,56.5,75
